,account_name,month,channel,post_id,engagement,rankengage
26300,grich_make_up,April,instagram,49,2391,553.0
9048,Go!Graph,February,instagram,28,2390,551.0
40893,ออมเงิน,April,facebook,126,2389,1246.0
10923,Jeban.com,June,instagram,21,2388,578.0
40833,ออน ชัญญภัส ศรีไพศาล,January,instagram,19,2388,561.0
14613,MindaRyn,February,twitter,20,2388,175.0
41342,อีเจี๊ยบ เลียบด่วน,August,twitter,2,2388,173.0
43993,แพนด้าตาบวม,December,facebook,10,2388,1192.0
888,Active Run,August,facebook,27,2387,1260.0
40363,หลังอ่าน : รีวิวหนังสือ,November,facebook,36,2387,1248.0
20367,Somewhere Someone,November,instagram,11,2387,570.0
31529,ขับ..ซ่า,January,facebook,45,2387,1258.0
33971,ตูนน์ ชนกกานต์ วีรคติธรรม,July,instagram,31,2387,581.0
23180,Tyffvathu,August,facebook,87,2386,1261.0
5982,Drive Expert TH,October,youtube,9,2386,443.0
1660,Attempt Z,September,instagram,8,2386,552.0
36740,พ่อผมเป็นคนอังกฤษ,April,instagram,8,2385,554.0
37973,ลงทุน.life,July,facebook,41,2384,1271.0
25853,eark.and.etc,March,instagram,8,2383,555.0
34087,ต่อต้านการทารุณกรรมสัตว์ Against animal cruelty,June,facebook,4,2383,1285.0
5650,Digitalay,October,facebook,80,2382,1234.0
29280,reviewchiangmai,June,twitter,28,2381,172.0
45391,ไปเจอหนังสือมาเล่มนึง,August,facebook,37,2380,1262.0
42838,เมนูอร่อย ทำง่ายๆ,June,facebook,45,2380,1286.0
16635,OhBIGz,February,youtube,5,2380,446.0
1115,All About Living,December,facebook,157,2380,1193.0
27745,mamolism,May,instagram,15,2379,553.0
44165,แม่จ๋าๆพามาตาไปเที่ยวหน่อย,August,youtube,1,2378,472.0
13060,Lovecumentary,January,instagram,2,2376,562.0
16000,Natt Chokejindachai,January,youtube,2,2376,451.0
28792,perthkvsr,January,twitter,15,2375,167.0
6426,EasyCooking,May,instagram,7,2375,554.0
15980,NampunMakeup,May,instagram,32,2373,555.0
38041,ลงทุนแมน,April,youtube,15,2372,460.0
10492,Investidea.in.th,January,facebook,69,2371,1259.0
33845,ตีแผ่ชีวิตมหาลัย,October,facebook,19,2370,1235.0
10328,ITAN - แทนไร้เทียมทาน,November,instagram,2,2370,571.0
12276,KobKid.com ครบทุกเรื่องคอนโดและบ้าน,September,facebook,123,2369,1234.0
33158,ชาร์ลี มังเกอร์ สอนสแกนหุ้นไทยและหุ้นต่างประเทศ,September,facebook,22,2368,1235.0
25641,closetofmomo,January,instagram,6,2368,563.0
42980,เม่ากลับใจ,September,facebook,100,2368,1235.0
31694,คนท้อง ก็ต้องสวย by หมอนุ่น,April,facebook,34,2367,1247.0
2899,Bestie Wanderer - คู่ซี้ตะลอนโลก,May,youtube,11,2367,476.0
9055,Go!Graph,March,facebook,221,2367,1273.0
36535,พิกุลแฮม,October,instagram,37,2367,562.0
18959,Richynichakan,June,instagram,17,2366,579.0
43157,เรียนเหอะ อยากสอน,June,twitter,27,2364,173.0
43839,แดงปลาสวรรค์,September,facebook,16,2363,1236.0
21190,SweetPea_TH,June,youtube,12,2363,490.0
3024,Big Money,September,facebook,15,2363,1236.0
2395,Baroctar,December,youtube,4,2363,410.0
8303,Forex Risk Way,May,facebook,62,2363,1251.0
15186,Mossster,June,facebook,32,2362,1287.0
38426,วอนนาบีรีวิว,January,facebook,14,2361,1260.0
17866,PetchsWorld,July,instagram,7,2360,582.0
28523,paapaii พาไปดอทคอม,August,instagram,9,2360,574.0
41172,อาม่าซัวเถา,December,youtube,11,2360,411.0
4609,Chopluem,September,youtube,4,2360,451.0
32034,ครัวมนุษย์ป้า คุณป้า ปอมปอม,January,youtube,16,2359,452.0
3476,Bongamerz,February,facebook,22,2359,1278.0
22365,The Equinox Fashion,March,instagram,10,2358,556.0
42620,เป็ดพาไป,June,facebook,156,2358,1288.0
902,Active Run,September,facebook,134,2358,1237.0
17818,People Management by ครูอ๊อฟ,May,facebook,24,2357,1252.0
8290,Forever on vacation,March,facebook,61,2357,1274.0
14214,Megamaxx Journeyy,December,instagram,4,2357,567.0
4526,Chobrod,November,youtube,4,2356,424.0
9623,Happy50+ สโมสรคนวัยเก๋า,September,facebook,7,2356,1238.0
39641,หนอน หนังสือ,October,facebook,20,2355,1236.0
24759,Zellfie,September,twitter,2,2355,174.0
25016,aebonglife,March,twitter,56,2355,179.0
22247,Thaiware,November,twitter,83,2355,150.0
25858,eark.and.etc,October,instagram,10,2354,563.0
15188,Mossster,May,facebook,35,2354,1253.0
2727,Beauty Mouthsy,November,instagram,11,2354,572.0
8022,FitFest,September,facebook,221,2354,1239.0
7853,Financial Times by Mongkol,October,facebook,24,2353,1237.0
32745,ฅ-คนรักรถ Carlover,October,youtube,4,2352,444.0
12464,LAZY COUP : เที่ยวเป็นคู่,September,instagram,5,2352,553.0
24049,WiriWiri,August,instagram,1,2351,575.0
22368,The Equinox Fashion,October,instagram,13,2351,564.0
33233,ชิลไปไหน,June,twitter,111,2350,174.0
33180,ชาลี,January,instagram,6,2348,564.0
26113,foodanyway,November,twitter,19,2348,151.0
7341,FINNOMENA,January,youtube,26,2348,453.0
7546,FahFah,July,youtube,3,2347,476.0
11918,Khruzee,August,facebook,41,2347,1263.0
3033,BigData RPG,June,facebook,23,2347,1289.0
31602,ข่าวสารการลงทุน - Bigmove Club News,May,facebook,37,2347,1254.0
43147,เรียนเหอะ อยากสอน,February,twitter,73,2347,176.0
28773,pearlinstyle,March,instagram,15,2346,557.0
17995,Pirate Trader,June,facebook,70,2344,1290.0
19535,SUPERTOMMO,November,youtube,4,2343,425.0
19659,Sanook Game,February,facebook,274,2343,1279.0
28084,natchapui,November,instagram,30,2343,573.0
4450,Chila Make up Artist,January,facebook,8,2343,1261.0
18734,Rafa เด็กใต้สายยัน,September,facebook,13,2342,1240.0
29473,siamphonedotcom,October,twitter,116,2342,165.0
37967,ลงทุน หุ้น การเงิน Tactschool ส่งต่อความรู้ทางการเงิน,March,facebook,5,2342,1275.0
3368,Blue O'Clock,November,youtube,5,2342,426.0
38245,ลุงอ้วน กินกะเที่ยว,April,youtube,3,2341,461.0
29744,teamgarrymoviethai (ลุงพี),October,instagram,8,2341,565.0
27264,kamonnart,July,instagram,6,2341,583.0
29059,prang_supissara,February,instagram,16,2340,552.0
40424,หาเรื่องเที่ยว,June,facebook,20,2340,1291.0
18963,Richynichakan,October,instagram,17,2340,566.0
9145,Good Money - คุยเรื่องเงินให้เป็นเรื่องง่าย,January,facebook,32,2340,1262.0
44117,แมวดุ๊บ,September,facebook,5,2339,1241.0
27997,munins,September,instagram,1,2339,554.0
30812,กิน@หาดใหญ่,August,instagram,21,2338,576.0
34908,นายปั้นเงิน,March,facebook,20,2338,1276.0
7910,Fit Junctions,September,instagram,14,2338,555.0
41588,เกษียณสบายสุข,July,facebook,43,2337,1272.0
16403,Noyneung Makeup,September,facebook,37,2337,1242.0
7355,FINNOMENA,May,youtube,27,2336,477.0
22295,The BOOK HOUSE โดยสำนักพิมพ์บ้านและสวน,January,facebook,118,2336,1263.0
22134,ThaiRun ฮับความสุขนักวิ่ง,September,instagram,19,2335,556.0
9790,Headlightmag.com,May,youtube,2,2335,478.0
8456,Frennicha,May,twitter,18,2333,176.0
16344,NoteworthyMF,August,youtube,1,2332,473.0
24706,ZJB - MAKEUP,May,youtube,6,2332,479.0
9113,Gogetlost,January,instagram,3,2331,565.0
44534,โดนไล่มาเล่นในนี้,June,instagram,7,2331,580.0
33229,ชิลไปไหน,July,twitter,98,2331,172.0
41375,อ่านงบการเงินไม่ยาก,February,facebook,27,2330,1280.0
37862,รีวิวโคราช,August,facebook,42,2330,1264.0
15015,Money Better,August,youtube,20,2330,474.0
17934,Pint0Gaming,August,facebook,12,2329,1265.0
34653,นักปั่นอุลตร้าแมน,January,youtube,16,2328,454.0
10491,Investidea.in.th,February,facebook,55,2328,1281.0
16895,PAMEE,April,facebook,34,2328,1248.0
25354,bloodyhellbighead,May,instagram,15,2326,556.0
20176,Smitz,August,youtube,5,2324,475.0
13678,Magic Superbike,November,youtube,9,2323,427.0
44993,ใต้ โต๊ะ คอม,April,facebook,23,2322,1249.0
40425,หาเรื่องเที่ยว,March,facebook,57,2322,1277.0
15947,NamfonMakeup,April,instagram,46,2322,555.0
2916,BetterPitch,October,facebook,39,2321,1238.0
23443,Vanilla.in.th,September,facebook,110,2320,1243.0
20446,Sp Saypan,February,youtube,4,2320,447.0
11806,KengKawiz,August,facebook,28,2319,1266.0
29064,prang_supissara,May,instagram,7,2318,557.0
3521,Booky HealthyWorld,May,youtube,5,2317,480.0
18590,Pure Swan,August,facebook,26,2317,1267.0
6129,EAT Matters : by หมอตั้ม,July,facebook,7,2317,1273.0
32748,ฅ-คนรักรถ Carlover,September,youtube,13,2317,452.0
21666,Tanxlive,June,instagram,1,2316,581.0
26365,gynegene,May,facebook,32,2316,1255.0
23433,Vanilla.in.th,June,facebook,43,2315,1292.0
4019,CHULA Zero Waste,April,facebook,31,2315,1250.0
19060,RisibleHD,September,facebook,5,2314,1244.0
17449,Pair notebook Art & Craft,September,facebook,80,2313,1245.0
42168,เทรดเดอร์หน้าหมีแต่ชอบหมา,July,facebook,154,2313,1274.0
13257,MAYA Siberianhusky มายา ไซบีเรียนหัวใจไม่ยอมแพ้,May,instagram,6,2313,558.0
36533,พิกุลแฮม,November,instagram,35,2313,574.0
18781,RattoWanderlust เที่ยวไปทั่วโลก รีวิวเที่ยวไต้หวัน,November,facebook,129,2312,1249.0
40045,หมอแล็บแพนด้า,November,instagram,1,2312,575.0
26108,foodanyway,January,twitter,9,2312,168.0
42208,เที่ยวจนไม่มีจะแดก,December,facebook,3,2312,1194.0
28193,nidnok,May,facebook,39,2311,1256.0
26708,iceamore,April,instagram,11,2311,556.0
13010,Loi story,September,instagram,8,2311,557.0
45616,ไม่อร่อยไม่กิน - Eat Good Food Only,October,facebook,40,2311,1239.0
20873,Stock Giant  เทรดหุ้นนอกตำรา,February,facebook,57,2310,1282.0
11873,Kevin's Index,March,facebook,52,2309,1278.0
45015,ใต้ โต๊ะ คอม,September,facebook,26,2309,1246.0
10576,JONYZAA ID.,July,youtube,7,2309,477.0
27603,lmolmo,April,instagram,8,2308,557.0
12340,KruFyi Easy English,March,instagram,14,2307,558.0
18200,Poh Trader's Way โลกในมุมมองของนักเก็งกำไร,August,facebook,16,2307,1268.0
18926,Review Your Living รู้จริงเรื่องที่อยู่อาศัย,November,facebook,256,2306,1250.0
31425,ของขวัญ วศินี สิทธิวรพงศ์,December,youtube,6,2306,412.0
14166,Me.Melissa,August,facebook,18,2306,1269.0
25143,ar-pae.com,January,instagram,55,2305,566.0
26905,iphoneDroid.net,October,twitter,500,2304,166.0
39742,หนีนายเที่ยว,June,facebook,64,2304,1293.0
36844,ฟลุค รพี ชูสุวรรณ,October,instagram,46,2302,567.0
34639,นักท่องเที่ยวสัญชาติไทย,May,instagram,5,2302,559.0
41510,เ ที่ ย ว ดิ ไ ม่ แ พ ง ห ร อ ก,February,facebook,9,2300,1283.0
31533,ขับ..ซ่า,May,facebook,27,2300,1257.0
29810,teethory,June,instagram,7,2300,582.0
45458,ไปเที่ยวกันมั๊ย by Penguint,October,facebook,94,2299,1240.0
35560,บันทึกนักหนีเที่ยว,December,instagram,13,2299,568.0
4394,Cheftablebychefart,April,facebook,51,2299,1251.0
43435,เลี้ยงลูกให้คิดเป็น Creative Thinking Kids,December,facebook,3,2299,1195.0
36220,ผู้หญิงคนเดียวก็เที่ยวได้  travelwithpor.com,January,facebook,83,2299,1264.0
44344,โกดังหนัง,November,instagram,20,2298,576.0
44894,โสดแล้วไปไหนก็ได้,March,instagram,15,2298,559.0
26657,iSalaryman Trader,July,facebook,19,2297,1275.0
11066,Jo's Canvas,November,instagram,13,2297,577.0
20403,SopitChitchat โสภิตชิทแชท,February,instagram,15,2296,553.0
19016,Riding Magazine,September,facebook,817,2296,1247.0
42559,เนิส Nurseryus Makeup & Art,September,youtube,2,2295,453.0
27370,kiazaab,August,twitter,21,2294,174.0
27007,jaytherabbitofficial,December,twitter,94,2294,144.0
30063,tuna.dunn,October,instagram,2,2293,568.0
43564,เล่าเรื่องหุ้น by อ.โอ๊ค,September,facebook,9,2293,1248.0
27122,jomjamspch,March,youtube,2,2292,477.0
24775,Zero Waste Thailand,June,facebook,22,2292,1294.0
31937,ครัวบ้านทุ่งกับลุงเด่น พากินพาเที่ยว,January,facebook,28,2292,1265.0
7773,Fillykung,March,youtube,4,2292,477.0
18694,RAP'TUM GAMERChannel,December,youtube,14,2291,413.0
4057,CU.FITGIRL,August,youtube,3,2290,476.0
35366,น้าอ้วนชวนหิว by Wongnai,August,instagram,7,2290,577.0
22833,ThxCom,December,youtube,4,2289,414.0
20871,Stock Giant  เทรดหุ้นนอกตำรา,August,facebook,51,2289,1270.0
23237,ULN Channel,October,youtube,1,2288,445.0
16506,NutTH Channel,September,youtube,7,2288,454.0
10790,Japaikin จะไปกิน,May,twitter,17,2287,177.0
34471,ท๊อฟฟี่เป็นตุ๊ดซ่อมคอม,July,instagram,22,2287,584.0
17288,PRAEW,June,youtube,18,2287,491.0
747,AI แบบเคลียร์ ตีแผ่ทุกไอเดียเบื้องหลังสมการ,January,facebook,78,2286,1266.0
23598,WTFOLK BIKER,November,youtube,4,2285,428.0
17413,Paidonnnn ไปโดนนนน,July,youtube,4,2285,478.0
5601,DevilMeiji,July,facebook,13,2285,1276.0
19646,Sam's Story,December,facebook,2,2285,1196.0
39086,สร้างสรรค์เมนูไข่,March,instagram,22,2284,560.0
45447,ไปเที่ยวกันมั๊ย by Penguint,July,facebook,143,2284,1277.0
35652,บ้าคสอจนผัวไม่ทน(@ngamdemarco),September,instagram,14,2284,558.0
22385,The MATTER,February,youtube,16,2284,448.0
1909,Ayla's day off,May,facebook,36,2284,1258.0
17804,Pekky the angel,May,instagram,17,2283,560.0
8721,Galelega,May,facebook,18,2283,1259.0
18493,Property DNA,September,facebook,33,2282,1249.0
14911,Mom Diary,February,instagram,22,2281,554.0
33221,ชิลไปไหน,February,twitter,67,2281,177.0
27741,mamolism,June,instagram,9,2281,583.0
5018,CrisisMan,July,facebook,37,2281,1278.0
45551,ไม่กี่บาท,January,youtube,4,2280,455.0
29742,teamgarrymoviethai (ลุงพี),November,instagram,7,2280,578.0
26841,ilovetogo,September,youtube,11,2279,455.0
33963,ตูนน์ ชนกกานต์ วีรคติธรรม,December,instagram,29,2279,569.0
22186,Thailand Cute Girls & Boys,September,facebook,1870,2278,1250.0
17,007NN,December,youtube,10,2278,415.0
44261,แวะมาอ่าน : Wae Ma Read,April,facebook,40,2277,1252.0
25443,cafeiscalling,July,twitter,11,2276,173.0
20181,Smitz,January,facebook,15,2276,1267.0
5703,Doctor Top,August,facebook,38,2275,1271.0
3149,Bivoyage,July,youtube,2,2274,479.0
16698,Oily's Story,March,instagram,25,2274,561.0
26450,high on dream,June,instagram,6,2274,584.0
23983,Where Eat It แวะกินที่ไหนดี,August,instagram,38,2273,578.0
41555,เกมมือถือต้องเล่น - Mustplay.in.th,September,facebook,44,2272,1251.0
10467,Invest Like A Pro,December,facebook,3,2272,1197.0
35954,ป่านฉะนี้ จะรีวิว,February,facebook,960,2271,1284.0
25348,bloodyhellbighead,December,instagram,17,2269,570.0
3586,BottomLiner - บทสรุปการลงทุน,April,facebook,64,2269,1253.0
40417,หาเรื่องกิน ฟินเรื่องเที่ยว by Hello2Day,September,facebook,304,2268,1252.0
14609,MindaRyn,December,twitter,17,2267,145.0
43018,เรน ทหารม้าโยโกฮาม่า,August,twitter,4,2267,175.0
29544,sorravis.p,December,instagram,8,2267,571.0
21366,THE BACKGROUND - ความเป็นมา-,November,youtube,3,2266,429.0
37006,มนุษย์ต่างวัย,August,youtube,13,2265,477.0
12077,Kik Beauty Fit,September,youtube,12,2265,456.0
25014,aebonglife,July,twitter,39,2264,174.0
33881,ตุ้ยนุ้ยตะลุยแดก,April,facebook,50,2264,1254.0
21045,Summer is Here,October,youtube,1,2264,446.0
31178,กินไปไทยหรั่ง,October,instagram,2,2263,569.0
11172,Journey เจอนี่,January,instagram,8,2263,567.0
35642,บ้าคสอจนผัวไม่ทน(@ngamdemarco),August,instagram,18,2263,579.0
270,2an_doodle,November,instagram,17,2263,579.0
18964,Richynichakan,September,instagram,15,2263,559.0
44828,โลกของนักอ่าน,January,facebook,29,2262,1268.0
34696,นักลงทุนหมายเลข6,April,facebook,12,2262,1255.0
38511,วางแผนการเงินกับ Insuranger,July,facebook,1,2262,1279.0
9169,Goothai ท่องเที่ยวไทย  ไปทั่วโลก,June,facebook,112,2262,1295.0
22961,Trader 4.0,February,facebook,8,2261,1285.0
30144,viviennewonder,May,instagram,2,2260,561.0
21528,Taepoppuri,October,facebook,15,2260,1241.0
2477,Be fit for life,October,facebook,91,2260,1241.0
15092,Money Plus by Yuthana,April,facebook,120,2259,1256.0
17857,PetchsWorld,August,instagram,8,2257,580.0
30146,viviennewonder,October,instagram,2,2256,570.0
33904,ตุ้ยนุ้ยตะลุยแดก,September,youtube,2,2255,457.0
5339,Data Café Thailand,September,facebook,9,2255,1253.0
22500,The Style by Anne,December,instagram,23,2254,572.0
39414,สาระบรรพชีวิน,April,facebook,4,2254,1257.0
34872,นางแมวป่า,June,youtube,12,2254,492.0
45475,ไปให้ถึง100ล้าน,March,instagram,16,2254,562.0
43845,แตมเมอร์kz,May,facebook,14,2253,1260.0
26871,investerest,March,twitter,78,2253,180.0
43202,เรื่องเงิน เข้าใจง่าย by ดร.ปิ่น,May,facebook,29,2253,1260.0
40729,อร่อยพุง,August,youtube,3,2253,478.0
29848,ter_tories,June,twitter,28,2252,175.0
44537,โดนไล่มาเล่นในนี้,March,instagram,6,2252,563.0
31147,กินไปเหอะ,October,instagram,4,2252,571.0
35322,น้องนอนในห้องลองเสื้อ,October,instagram,12,2251,572.0
44561,โตมากับหนัง,March,facebook,18,2251,1279.0
29447,siamphonedotcom,August,twitter,119,2251,176.0
20508,Spaceth.co,November,twitter,5,2250,152.0
38657,วิทยาศาสตร์และการเมือง - Scientists for Thai Politics,December,facebook,7,2250,1198.0
11004,Jinglebell Cakes,August,youtube,9,2250,479.0
36724,พ่อบ้าน นักลงทุน ที่ปรึกษาการลงทุนหุ้น เเละ Single license,November,facebook,229,2250,1251.0
27072,jjjiina,August,facebook,41,2249,1272.0
9777,Headlightmag.com,August,youtube,1,2248,480.0
41511,เ ที่ ย ว ดิ ไ ม่ แ พ ง ห ร อ ก,July,facebook,58,2248,1280.0
9263,Grand Prix Online,March,youtube,8,2248,478.0
33966,ตูนน์ ชนกกานต์ วีรคติธรรม,February,instagram,22,2248,555.0
31301,กูเที่ยวไปเรื่อย,August,instagram,6,2247,581.0
24077,Wizdom Trader,July,facebook,70,2247,1281.0
31422,ของขวัญ วศินี สิทธิวรพงศ์,August,youtube,7,2246,481.0
40464,หุ้นต้นน้ำ,July,facebook,19,2246,1282.0
634,AAA_Daren,November,instagram,13,2245,580.0
611,A-Academy,May,facebook,6,2244,1261.0
15361,Mr Vray gadget & review,April,facebook,69,2244,1258.0
3944,CAFE TELLER,June,twitter,9,2244,176.0
40612,อยากเป็นนักวางแผนการเงิน,July,facebook,115,2243,1283.0
4929,Coolerist,October,facebook,20,2242,1242.0
29311,rietyrive,August,twitter,4,2241,177.0
3642,Bounglengame,October,youtube,6,2241,447.0
22835,ThxCom,February,youtube,9,2241,449.0
31454,ขอบสหนัง,April,twitter,15,2241,176.0
444,99 Godzulu,May,facebook,24,2240,1262.0
3984,CHANGOK TOUR ONLINE,April,youtube,14,2240,462.0
15218,MotoNaked,August,facebook,145,2240,1273.0
36219,ผู้หญิงคนเดียวก็เที่ยวได้  travelwithpor.com,February,facebook,35,2239,1286.0
30024,tuapennot,December,instagram,26,2238,573.0
44204,แม่บ้านอินเดีย Maebaan India,March,facebook,14,2238,1280.0
33984,ตูนน์ ชนกกานต์ วีรคติธรรม,September,instagram,24,2236,560.0
21819,TechHangout,September,twitter,13,2235,175.0
20762,Stellar balcony,January,instagram,8,2235,568.0
13316,MO-EMAG โมอีแม็ก,January,youtube,7,2234,456.0
39406,สารพันปัญหาการเลี้ยงลูก,May,instagram,6,2234,562.0
33862,ตี๋อ้วนชวนหิว,January,youtube,13,2234,456.0
45455,ไปเที่ยวกันมั๊ย by Penguint,November,facebook,99,2233,1252.0
18143,PlearnGaming,October,youtube,55,2233,448.0
18841,Readme.me - ไทย,January,twitter,63,2233,169.0
43907,แบกเป้เท่ทั่วโลก / TummengTravel.com,May,facebook,203,2233,1263.0
42386,เที่ยวเอง,November,instagram,13,2232,581.0
23583,WIRI Story,July,facebook,14,2232,1284.0
5347,Data Cube,March,facebook,22,2231,1281.0
3416,Bon Appetit Bangkok - แหล่งรวมร้านอร่อย,July,facebook,172,2231,1285.0
13489,MZ Crazy Cars,January,facebook,23,2230,1269.0
18117,Playpost,March,facebook,119,2230,1282.0
19036,RisibleHD,December,facebook,5,2230,1199.0
14217,Megamaxx Journeyy,June,instagram,5,2229,585.0
35664,บ้านฟินฟิน,September,facebook,29,2229,1254.0
1786,AutoMotorThailand,July,youtube,13,2227,480.0
5842,Dr. Finance Thailand,March,facebook,138,2227,1283.0
7403,FINSTREET,October,instagram,7,2226,573.0
25004,aduangTH,March,twitter,162,2226,181.0
20354,Somewhere Someone,December,instagram,10,2225,574.0
42551,เนิส Nurseryus Makeup & Art,November,youtube,3,2224,430.0
33564,ดร.จิติพล พฤกษาเมธานันท์,June,facebook,48,2224,1296.0
22395,The MATTER,June,instagram,7,2224,586.0
38797,วิ่งไหนดี : Wingnaidee,April,instagram,9,2224,558.0
23187,Tyffvathu,May,facebook,113,2223,1264.0
41338,อีฟ Evefee,September,youtube,4,2223,458.0
21188,SweetPea_TH,July,youtube,16,2222,481.0
31446,ของขวัญ วศินี สิทธิวรพงศ์,November,youtube,8,2222,431.0
28576,paidonnnn,October,twitter,30,2222,167.0
27087,jjjiina,June,facebook,55,2222,1297.0
35578,บันทึกนักหนีเที่ยว,September,instagram,15,2222,561.0
23286,Unfull ice,July,facebook,198,2221,1286.0
22379,The MATTER,December,instagram,2,2220,575.0
39732,หนีงานไปเที่ยว,May,facebook,117,2219,1265.0
25671,coundsheck,September,twitter,4,2219,176.0
21791,TechHangout,December,youtube,18,2219,416.0
44701,โบโบ กวนจีน 波波真幸福,September,youtube,4,2218,459.0
4442,Chickypie,October,instagram,6,2218,574.0
32857,จอร์น ไรเดอร์ - John Rider,February,instagram,5,2218,556.0
23304,Unfull ice,September,facebook,127,2218,1255.0
13038,Loukgolf's English Room,February,facebook,5,2217,1287.0
9380,Group มนุษย์เงินเดือน,November,twitter,46,2216,153.0
12712,Lenso channel,July,youtube,6,2216,482.0
43376,เลี้ยงลูกรอบโลก,March,facebook,40,2215,1284.0
38768,วิ่งแล้ววิ่งเล่า,March,facebook,26,2214,1285.0
2324,Bangkok Foodies,February,instagram,33,2214,557.0
29576,sssupisara__,August,instagram,8,2214,582.0
16906,PAMEE,September,facebook,48,2213,1256.0
38647,วิทยาศาสตร์ทันโลก และภัยพิบัติในไทย,August,facebook,47,2213,1274.0
22135,ThaiWhales,April,facebook,21,2213,1259.0
10262,IDA stylish salon,December,instagram,77,2213,576.0
27606,lmolmo,February,instagram,6,2212,558.0
5269,Dao Thunvarin,July,facebook,1,2211,1287.0
15554,My Home TV,February,facebook,79,2211,1288.0
41406,อ่านจริงจัง รีวิวจริงใจ,October,facebook,22,2211,1243.0
20573,SpokeDark TV,February,twitter,14,2210,178.0
2224,Bacon Time,July,youtube,4,2209,483.0
34332,ทำกินเอง,November,instagram,11,2208,582.0
24786,Znysomm,July,instagram,4,2208,585.0
31769,คนอนุรักษ์,June,facebook,33,2208,1298.0
20334,Solo Journey,January,facebook,29,2207,1270.0
17915,Pink Picha,November,instagram,6,2207,583.0
7234,FCAJOHN,June,instagram,11,2206,587.0
42782,เภพาเที่ยว,April,facebook,57,2206,1260.0
38433,วอนนาบีรีวิว,September,facebook,17,2205,1257.0
25007,aduangTH,October,twitter,195,2205,168.0
40647,อยู่กับยา - Live with Drug,August,facebook,41,2205,1275.0
26751,iiitoei,April,youtube,2,2205,463.0
29881,the condominium,February,facebook,126,2205,1289.0
41402,อ่านจริงจัง รีวิวจริงใจ,June,facebook,30,2204,1299.0
25648,closetofmomo,September,instagram,6,2204,562.0
44930,ใกล้มิตรชิดหมอ,November,facebook,8,2204,1253.0
27081,jjjiina,January,facebook,109,2204,1271.0
39564,สูงวัย,April,facebook,33,2203,1261.0
24899,_pimuu,December,instagram,16,2203,577.0
18043,Places two go,July,twitter,11,2203,175.0
5350,Data Cube,October,facebook,12,2202,1244.0
10638,Jabz,September,twitter,1,2202,177.0
1713,Aum Bellezza,June,youtube,5,2201,493.0
18655,Q Taymee,December,facebook,38,2201,1200.0
19542,SVIT,April,youtube,8,2201,464.0
15553,My Home TV,April,facebook,77,2201,1262.0
10908,Jeban.com,August,instagram,29,2200,583.0
30180,whitehatdotart,August,instagram,8,2199,584.0
8649,GUSBAM,June,youtube,5,2199,494.0
25447,cafeiscalling,October,twitter,11,2198,169.0
45331,ไปตามรอยหนังด้วยกันมั้ย,February,instagram,2,2198,559.0
16699,Oily's Story,May,instagram,43,2198,563.0
7131,Eyeta,August,twitter,26,2197,178.0
19216,Runner's journey,December,youtube,13,2197,417.0
22959,Trader 4.0,April,facebook,7,2196,1263.0
24866,Zyo Books,June,facebook,18,2196,1300.0
12941,Littlefahsai,April,facebook,55,2196,1263.0
13526,MacThai,May,twitter,50,2195,178.0
439,99 Godzulu,February,facebook,25,2194,1290.0
11136,Jossy Berry,June,youtube,6,2193,495.0
29137,pssyppl,April,instagram,5,2193,559.0
6587,Eat and Shout พี่เชาท์พากินพาเที่ยว,November,youtube,30,2192,432.0
14072,Maxed Out,February,facebook,6,2191,1291.0
29635,sunnyseason,September,instagram,26,2191,563.0
37625,รวยด้วย Forex,March,facebook,90,2191,1286.0
22519,The Style by Anne,October,instagram,18,2190,575.0
40787,อสังหา5บรรทัด,December,facebook,194,2190,1201.0
33970,ตูนน์ ชนกกานต์ วีรคติธรรม,July,facebook,107,2190,1288.0
29079,prieo,September,instagram,12,2190,564.0
9610,Happy Sunday,September,facebook,152,2190,1258.0
32865,จอร์น ไรเดอร์ - John Rider,March,instagram,5,2190,564.0
3198,Blackbox4.0 by Mei,August,facebook,12,2189,1276.0
5887,Dr.Sarin Health Chanel,December,youtube,26,2189,418.0
4568,Chongko Channel,September,facebook,24,2188,1259.0
42,1000MilesJourney,August,facebook,50,2188,1277.0
22995,Trading Psychology จิตวิทยาการลงทุน,May,facebook,2,2187,1266.0
28627,papayatop.com,August,facebook,176,2187,1278.0
33046,ฉันตกหลุมรักหนังสือ,May,facebook,41,2186,1267.0
3953,CAFE TELLER,November,twitter,7,2186,154.0
11133,Jossy Berry,July,youtube,4,2185,484.0
10471,Invest Like A Pro,June,facebook,7,2185,1301.0
3126,Bim กินแหลกล้างโลก,October,facebook,18,2185,1245.0
38441,วัคซีนหุ้น,March,facebook,45,2184,1287.0
15403,Mr.LikeStock อ่านงบการเงิน หุ้น การลงทุน,June,facebook,16,2183,1302.0
16912,PB Supercar Photography,July,facebook,30,2182,1289.0
33483,ซีซี ทราย Ceview,June,instagram,13,2182,588.0
13091,LowCost Thailand,May,instagram,3,2181,564.0
40627,อยากเป็นนักวางแผนการเงิน,September,facebook,37,2181,1260.0
37265,มิลค์เศษใจ,August,youtube,1,2181,482.0
34047,ตู้ซ่อนหมี,February,instagram,14,2181,560.0
24388,YimYam TV,August,facebook,14,2181,1279.0
28330,nubnubbb,April,youtube,5,2180,465.0
36299,พรีม with.peachy,September,instagram,17,2179,565.0
