day_name,month_name,created_date,channel,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate
Wednesday,December,2020-12-02,instagram,385,805,872.0,-67.0,-0.0768,285509,0.0028,2991886,3915720.0,-923834.0,-0.2359,1233593224,0.0024
Thursday,December,2020-12-03,instagram,431,866,805.0,61.0,0.0758,286375,0.003,3762951,2991886.0,771065.0,0.2577,1237356175,0.0031
Friday,December,2020-12-04,instagram,411,816,866.0,-50.0,-0.0577,287191,0.0028,2977219,3762951.0,-785732.0,-0.2088,1240333394,0.0024
Saturday,December,2020-12-05,instagram,407,847,816.0,31.0,0.038,288038,0.0029,4220188,2977219.0,1242969.0,0.4175,1244553582,0.0034
Sunday,December,2020-12-06,instagram,387,795,847.0,-52.0,-0.0614,288833,0.0028,3944224,4220188.0,-275964.0,-0.0654,1248497806,0.0032
Monday,December,2020-12-07,instagram,404,780,795.0,-15.0,-0.0189,289613,0.0027,2968825,3944224.0,-975399.0,-0.2473,1251466631,0.0024
Tuesday,December,2020-12-08,instagram,400,781,780.0,1.0,0.0013,290394,0.0027,3636460,2968825.0,667635.0,0.2249,1255103091,0.0029
Wednesday,December,2020-12-09,instagram,420,885,781.0,104.0,0.1332,291279,0.003,3157950,3636460.0,-478510.0,-0.1316,1258261041,0.0025
Thursday,December,2020-12-10,instagram,430,854,885.0,-31.0,-0.035,292133,0.0029,3716494,3157950.0,558544.0,0.1769,1261977535,0.003
Friday,December,2020-12-11,instagram,399,874,854.0,20.0,0.0234,293007,0.003,3886230,3716494.0,169736.0,0.0457,1265863765,0.0031
Saturday,December,2020-12-12,instagram,387,799,874.0,-75.0,-0.0858,293806,0.0027,3561079,3886230.0,-325151.0,-0.0837,1269424844,0.0028
Sunday,December,2020-12-13,instagram,375,762,799.0,-37.0,-0.0463,294568,0.0026,3795055,3561079.0,233976.0,0.0657,1273219899,0.003
Monday,December,2020-12-14,instagram,387,765,762.0,3.0,0.0039,295333,0.0026,2989055,3795055.0,-806000.0,-0.2124,1276208954,0.0023
Tuesday,December,2020-12-15,instagram,398,803,765.0,38.0,0.0497,296136,0.0027,3205710,2989055.0,216655.0,0.0725,1279414664,0.0025
Wednesday,December,2020-12-16,instagram,389,814,803.0,11.0,0.0137,296950,0.0027,3825765,3205710.0,620055.0,0.1934,1283240429,0.003
Thursday,December,2020-12-17,instagram,398,795,814.0,-19.0,-0.0233,297745,0.0027,3677533,3825765.0,-148232.0,-0.0387,1286917962,0.0029
Friday,December,2020-12-18,instagram,386,814,795.0,19.0,0.0239,298559,0.0027,2921453,3677533.0,-756080.0,-0.2056,1289839415,0.0023
Saturday,December,2020-12-19,instagram,359,774,814.0,-40.0,-0.0491,299333,0.0026,3127379,2921453.0,205926.0,0.0705,1292966794,0.0024
Sunday,December,2020-12-20,instagram,348,725,774.0,-49.0,-0.0633,300058,0.0024,3816458,3127379.0,689079.0,0.2203,1296783252,0.003
Monday,December,2020-12-21,instagram,377,775,725.0,50.0,0.069,300833,0.0026,3413646,3816458.0,-402812.0,-0.1055,1300196898,0.0026
Tuesday,December,2020-12-22,instagram,390,805,775.0,30.0,0.0387,301638,0.0027,3749904,3413646.0,336258.0,0.0985,1303946802,0.0029
Wednesday,December,2020-12-23,instagram,402,831,805.0,26.0,0.0323,302469,0.0028,3460012,3749904.0,-289892.0,-0.0773,1307406814,0.0027
Thursday,December,2020-12-24,instagram,406,918,831.0,87.0,0.1047,303387,0.003,3599607,3460012.0,139595.0,0.0403,1311006421,0.0028
Friday,December,2020-12-25,instagram,457,985,918.0,67.0,0.073,304372,0.0032,4882443,3599607.0,1282836.0,0.3564,1315888864,0.0037
Saturday,December,2020-12-26,instagram,356,753,985.0,-232.0,-0.2355,305125,0.0025,3106774,4882443.0,-1775669.0,-0.3637,1318995638,0.0024
Sunday,December,2020-12-27,instagram,353,731,753.0,-22.0,-0.0292,305856,0.0024,3214429,3106774.0,107655.0,0.0347,1322210067,0.0024
Monday,December,2020-12-28,instagram,372,788,731.0,57.0,0.078,306644,0.0026,3814077,3214429.0,599648.0,0.1865,1326024144,0.0029
Tuesday,December,2020-12-29,instagram,374,762,788.0,-26.0,-0.033,307406,0.0025,3725219,3814077.0,-88858.0,-0.0233,1329749363,0.0028
Wednesday,December,2020-12-30,instagram,355,755,762.0,-7.0,-0.0092,308161,0.0025,3327703,3725219.0,-397516.0,-0.1067,1333077066,0.0025
Thursday,December,2020-12-31,instagram,420,807,755.0,52.0,0.0689,308968,0.0026,3842914,3327703.0,515211.0,0.1548,1336919980,0.0029
Wednesday,January,2020-01-01,twitter,176,1082,0.0,0.0,0.0,1082,0.0,420874,0.0,0.0,0.0,420874,0.0
Thursday,January,2020-01-02,twitter,173,1153,1082.0,71.0,0.0656,2235,1.0656,480645,420874.0,59771.0,0.142,901519,1.142
Friday,January,2020-01-03,twitter,193,1226,1153.0,73.0,0.0633,3461,0.5485,489285,480645.0,8640.0,0.018,1390804,0.5427
Saturday,January,2020-01-04,twitter,183,618,1226.0,-608.0,-0.4959,4079,0.1786,502640,489285.0,13355.0,0.0273,1893444,0.3614
Sunday,January,2020-01-05,twitter,179,559,618.0,-59.0,-0.0955,4638,0.137,436232,502640.0,-66408.0,-0.1321,2329676,0.2304
Monday,January,2020-01-06,twitter,181,721,559.0,162.0,0.2898,5359,0.1555,548451,436232.0,112219.0,0.2572,2878127,0.2354
Tuesday,January,2020-01-07,twitter,195,695,721.0,-26.0,-0.0361,6054,0.1297,524753,548451.0,-23698.0,-0.0432,3402880,0.1823
Wednesday,January,2020-01-08,twitter,196,760,695.0,65.0,0.0935,6814,0.1255,461666,524753.0,-63087.0,-0.1202,3864546,0.1357
Thursday,January,2020-01-09,twitter,191,990,760.0,230.0,0.3026,7804,0.1453,589792,461666.0,128126.0,0.2775,4454338,0.1526
Friday,January,2020-01-10,twitter,189,676,990.0,-314.0,-0.3172,8480,0.0866,414529,589792.0,-175263.0,-0.2972,4868867,0.0931
Saturday,January,2020-01-11,twitter,176,561,676.0,-115.0,-0.1701,9041,0.0662,302002,414529.0,-112527.0,-0.2715,5170869,0.062
Sunday,January,2020-01-12,twitter,151,533,561.0,-28.0,-0.0499,9574,0.059,477498,302002.0,175496.0,0.5811,5648367,0.0923
Monday,January,2020-01-13,twitter,189,671,533.0,138.0,0.2589,10245,0.0701,469843,477498.0,-7655.0,-0.016,6118210,0.0832
Tuesday,January,2020-01-14,twitter,191,730,671.0,59.0,0.0879,10975,0.0713,493071,469843.0,23228.0,0.0494,6611281,0.0806
Wednesday,January,2020-01-15,twitter,198,696,730.0,-34.0,-0.0466,11671,0.0634,619406,493071.0,126335.0,0.2562,7230687,0.0937
Thursday,January,2020-01-16,twitter,192,704,696.0,8.0,0.0115,12375,0.0603,517921,619406.0,-101485.0,-0.1638,7748608,0.0716
Friday,January,2020-01-17,twitter,184,710,704.0,6.0,0.0085,13085,0.0574,452382,517921.0,-65539.0,-0.1265,8200990,0.0584
Saturday,January,2020-01-18,twitter,171,525,710.0,-185.0,-0.2606,13610,0.0401,518734,452382.0,66352.0,0.1467,8719724,0.0633
Sunday,January,2020-01-19,twitter,159,537,525.0,12.0,0.0229,14147,0.0395,484493,518734.0,-34241.0,-0.066,9204217,0.0556
Monday,January,2020-01-20,twitter,186,705,537.0,168.0,0.3128,14852,0.0498,494341,484493.0,9848.0,0.0203,9698558,0.0537
Tuesday,January,2020-01-21,twitter,192,754,705.0,49.0,0.0695,15606,0.0508,539098,494341.0,44757.0,0.0905,10237656,0.0556
Wednesday,January,2020-01-22,twitter,188,733,754.0,-21.0,-0.0279,16339,0.047,637426,539098.0,98328.0,0.1824,10875082,0.0623
Thursday,January,2020-01-23,twitter,187,702,733.0,-31.0,-0.0423,17041,0.043,365416,637426.0,-272010.0,-0.4267,11240498,0.0336
Friday,January,2020-01-24,twitter,191,759,702.0,57.0,0.0812,17800,0.0445,387626,365416.0,22210.0,0.0608,11628124,0.0345
Saturday,January,2020-01-25,twitter,180,559,759.0,-200.0,-0.2635,18359,0.0314,477152,387626.0,89526.0,0.231,12105276,0.041
Sunday,January,2020-01-26,twitter,172,500,559.0,-59.0,-0.1055,18859,0.0272,636192,477152.0,159040.0,0.3333,12741468,0.0526
Monday,January,2020-01-27,twitter,194,710,500.0,210.0,0.42,19569,0.0376,505195,636192.0,-130997.0,-0.2059,13246663,0.0396
Tuesday,January,2020-01-28,twitter,192,702,710.0,-8.0,-0.0113,20271,0.0359,359831,505195.0,-145364.0,-0.2877,13606494,0.0272
Wednesday,January,2020-01-29,twitter,198,770,702.0,68.0,0.0969,21041,0.038,459737,359831.0,99906.0,0.2776,14066231,0.0338
Thursday,January,2020-01-30,twitter,199,784,770.0,14.0,0.0182,21825,0.0373,645460,459737.0,185723.0,0.404,14711691,0.0459
Friday,January,2020-01-31,twitter,194,761,784.0,-23.0,-0.0293,22586,0.0349,371982,645460.0,-273478.0,-0.4237,15083673,0.0253
Saturday,February,2020-02-01,twitter,187,580,761.0,-181.0,-0.2378,23166,0.0257,448015,371982.0,76033.0,0.2044,15531688,0.0297
Sunday,February,2020-02-02,twitter,169,558,580.0,-22.0,-0.0379,23724,0.0241,344002,448015.0,-104013.0,-0.2322,15875690,0.0221
Monday,February,2020-02-03,twitter,204,752,558.0,194.0,0.3477,24476,0.0317,498112,344002.0,154110.0,0.448,16373802,0.0314
Tuesday,February,2020-02-04,twitter,200,769,752.0,17.0,0.0226,25245,0.0314,685036,498112.0,186924.0,0.3753,17058838,0.0418
Wednesday,February,2020-02-05,twitter,191,730,769.0,-39.0,-0.0507,25975,0.0289,401907,685036.0,-283129.0,-0.4133,17460745,0.0236
Thursday,February,2020-02-06,twitter,201,817,730.0,87.0,0.1192,26792,0.0315,443387,401907.0,41480.0,0.1032,17904132,0.0254
Friday,February,2020-02-07,twitter,179,781,817.0,-36.0,-0.0441,27573,0.0292,297448,443387.0,-145939.0,-0.3291,18201580,0.0166
Saturday,February,2020-02-08,twitter,179,676,781.0,-105.0,-0.1344,28249,0.0245,389398,297448.0,91950.0,0.3091,18590978,0.0214
Sunday,February,2020-02-09,twitter,171,636,676.0,-40.0,-0.0592,28885,0.0225,496376,389398.0,106978.0,0.2747,19087354,0.0267
Monday,February,2020-02-10,twitter,187,776,636.0,140.0,0.2201,29661,0.0269,428564,496376.0,-67812.0,-0.1366,19515918,0.0225
Tuesday,February,2020-02-11,twitter,194,708,776.0,-68.0,-0.0876,30369,0.0239,400190,428564.0,-28374.0,-0.0662,19916108,0.0205
Wednesday,February,2020-02-12,twitter,209,828,708.0,120.0,0.1695,31197,0.0273,429893,400190.0,29703.0,0.0742,20346001,0.0216
Thursday,February,2020-02-13,twitter,208,841,828.0,13.0,0.0157,32038,0.027,434570,429893.0,4677.0,0.0109,20780571,0.0214
Friday,February,2020-02-14,twitter,210,777,841.0,-64.0,-0.0761,32815,0.0243,575345,434570.0,140775.0,0.3239,21355916,0.0277
Saturday,February,2020-02-15,twitter,179,555,777.0,-222.0,-0.2857,33370,0.0169,576033,575345.0,688.0,0.0012,21931949,0.027
Sunday,February,2020-02-16,twitter,155,576,555.0,21.0,0.0378,33946,0.0173,511511,576033.0,-64522.0,-0.112,22443460,0.0233
Monday,February,2020-02-17,twitter,199,687,576.0,111.0,0.1927,34633,0.0202,443694,511511.0,-67817.0,-0.1326,22887154,0.0198
Tuesday,February,2020-02-18,twitter,186,789,687.0,102.0,0.1485,35422,0.0228,435116,443694.0,-8578.0,-0.0193,23322270,0.019
Wednesday,February,2020-02-19,twitter,180,818,789.0,29.0,0.0368,36240,0.0231,385572,435116.0,-49544.0,-0.1139,23707842,0.0165
Thursday,February,2020-02-20,twitter,201,928,818.0,110.0,0.1345,37168,0.0256,342081,385572.0,-43491.0,-0.1128,24049923,0.0144
Friday,February,2020-02-21,twitter,197,835,928.0,-93.0,-0.1002,38003,0.0225,514310,342081.0,172229.0,0.5035,24564233,0.0214
Saturday,February,2020-02-22,twitter,177,567,835.0,-268.0,-0.321,38570,0.0149,493461,514310.0,-20849.0,-0.0405,25057694,0.0201
Sunday,February,2020-02-23,twitter,177,586,567.0,19.0,0.0335,39156,0.0152,487297,493461.0,-6164.0,-0.0125,25544991,0.0194
Monday,February,2020-02-24,twitter,194,869,586.0,283.0,0.4829,40025,0.0222,629258,487297.0,141961.0,0.2913,26174249,0.0246
Tuesday,February,2020-02-25,twitter,205,855,869.0,-14.0,-0.0161,40880,0.0214,625480,629258.0,-3778.0,-0.006,26799729,0.0239
Wednesday,February,2020-02-26,twitter,201,827,855.0,-28.0,-0.0327,41707,0.0202,497063,625480.0,-128417.0,-0.2053,27296792,0.0185
Thursday,February,2020-02-27,twitter,202,864,827.0,37.0,0.0447,42571,0.0207,599263,497063.0,102200.0,0.2056,27896055,0.022
Friday,February,2020-02-28,twitter,206,917,864.0,53.0,0.0613,43488,0.0215,567088,599263.0,-32175.0,-0.0537,28463143,0.0203
Saturday,February,2020-02-29,twitter,193,612,917.0,-305.0,-0.3326,44100,0.0141,429770,567088.0,-137318.0,-0.2421,28892913,0.0151
Sunday,March,2020-03-01,twitter,185,581,612.0,-31.0,-0.0507,44681,0.0132,486290,429770.0,56520.0,0.1315,29379203,0.0168
Monday,March,2020-03-02,twitter,190,733,581.0,152.0,0.2616,45414,0.0164,584860,486290.0,98570.0,0.2027,29964063,0.0199
Tuesday,March,2020-03-03,twitter,210,787,733.0,54.0,0.0737,46201,0.0173,419056,584860.0,-165804.0,-0.2835,30383119,0.014
Wednesday,March,2020-03-04,twitter,203,865,787.0,78.0,0.0991,47066,0.0187,303160,419056.0,-115896.0,-0.2766,30686279,0.01
Thursday,March,2020-03-05,twitter,193,928,865.0,63.0,0.0728,47994,0.0197,589695,303160.0,286535.0,0.9452,31275974,0.0192
Friday,March,2020-03-06,twitter,202,825,928.0,-103.0,-0.111,48819,0.0172,557360,589695.0,-32335.0,-0.0548,31833334,0.0178
Saturday,March,2020-03-07,twitter,191,620,825.0,-205.0,-0.2485,49439,0.0127,595456,557360.0,38096.0,0.0684,32428790,0.0187
Sunday,March,2020-03-08,twitter,180,595,620.0,-25.0,-0.0403,50034,0.012,504608,595456.0,-90848.0,-0.1526,32933398,0.0156
Monday,March,2020-03-09,twitter,193,860,595.0,265.0,0.4454,50894,0.0172,620536,504608.0,115928.0,0.2297,33553934,0.0188
Tuesday,March,2020-03-10,twitter,201,861,860.0,1.0,0.0012,51755,0.0169,435160,620536.0,-185376.0,-0.2987,33989094,0.013
Wednesday,March,2020-03-11,twitter,205,899,861.0,38.0,0.0441,52654,0.0174,544789,435160.0,109629.0,0.2519,34533883,0.016
Thursday,March,2020-03-12,twitter,204,962,899.0,63.0,0.0701,53616,0.0183,326492,544789.0,-218297.0,-0.4007,34860375,0.0095
Friday,March,2020-03-13,twitter,208,901,962.0,-61.0,-0.0634,54517,0.0168,607400,326492.0,280908.0,0.8604,35467775,0.0174
Saturday,March,2020-03-14,twitter,176,600,901.0,-301.0,-0.3341,55117,0.011,592298,607400.0,-15102.0,-0.0249,36060073,0.0167
Sunday,March,2020-03-15,twitter,173,597,600.0,-3.0,-0.005,55714,0.0108,394833,592298.0,-197465.0,-0.3334,36454906,0.0109
Monday,March,2020-03-16,twitter,208,905,597.0,308.0,0.5159,56619,0.0162,514207,394833.0,119374.0,0.3023,36969113,0.0141
Tuesday,March,2020-03-17,twitter,201,886,905.0,-19.0,-0.021,57505,0.0156,426143,514207.0,-88064.0,-0.1713,37395256,0.0115
Wednesday,March,2020-03-18,twitter,212,908,886.0,22.0,0.0248,58413,0.0158,761981,426143.0,335838.0,0.7881,38157237,0.0204
Thursday,March,2020-03-19,twitter,194,851,908.0,-57.0,-0.0628,59264,0.0146,554787,761981.0,-207194.0,-0.2719,38712024,0.0145
Friday,March,2020-03-20,twitter,202,936,851.0,85.0,0.0999,60200,0.0158,499156,554787.0,-55631.0,-0.1003,39211180,0.0129
Saturday,March,2020-03-21,twitter,191,733,936.0,-203.0,-0.2169,60933,0.0122,1112139,499156.0,612983.0,1.228,40323319,0.0284
Sunday,March,2020-03-22,twitter,186,709,733.0,-24.0,-0.0327,61642,0.0116,604396,1112139.0,-507743.0,-0.4565,40927715,0.015
Monday,March,2020-03-23,twitter,199,887,709.0,178.0,0.2511,62529,0.0144,629160,604396.0,24764.0,0.041,41556875,0.0154
Tuesday,March,2020-03-24,twitter,210,973,887.0,86.0,0.097,63502,0.0156,718433,629160.0,89273.0,0.1419,42275308,0.0173
Wednesday,March,2020-03-25,twitter,198,884,973.0,-89.0,-0.0915,64386,0.0139,384562,718433.0,-333871.0,-0.4647,42659870,0.0091
Thursday,March,2020-03-26,twitter,208,1041,884.0,157.0,0.1776,65427,0.0162,773175,384562.0,388613.0,1.0105,43433045,0.0181
Friday,March,2020-03-27,twitter,219,979,1041.0,-62.0,-0.0596,66406,0.015,514270,773175.0,-258905.0,-0.3349,43947315,0.0118
Saturday,March,2020-03-28,twitter,197,769,979.0,-210.0,-0.2145,67175,0.0116,512417,514270.0,-1853.0,-0.0036,44459732,0.0117
Sunday,March,2020-03-29,twitter,183,681,769.0,-88.0,-0.1144,67856,0.0101,594325,512417.0,81908.0,0.1598,45054057,0.0134
Monday,March,2020-03-30,twitter,201,922,681.0,241.0,0.3539,68778,0.0136,424497,594325.0,-169828.0,-0.2857,45478554,0.0094
Tuesday,March,2020-03-31,twitter,217,939,922.0,17.0,0.0184,69717,0.0137,545488,424497.0,120991.0,0.285,46024042,0.012
Wednesday,April,2020-04-01,twitter,202,896,939.0,-43.0,-0.0458,70613,0.0129,615027,545488.0,69539.0,0.1275,46639069,0.0134
Thursday,April,2020-04-02,twitter,202,949,896.0,53.0,0.0592,71562,0.0134,607070,615027.0,-7957.0,-0.0129,47246139,0.013
Friday,April,2020-04-03,twitter,203,882,949.0,-67.0,-0.0706,72444,0.0123,575036,607070.0,-32034.0,-0.0528,47821175,0.0122
Saturday,April,2020-04-04,twitter,197,724,882.0,-158.0,-0.1791,73168,0.01,505547,575036.0,-69489.0,-0.1208,48326722,0.0106
Sunday,April,2020-04-05,twitter,171,626,724.0,-98.0,-0.1354,73794,0.0086,509947,505547.0,4400.0,0.0087,48836669,0.0106
Monday,April,2020-04-06,twitter,183,768,626.0,142.0,0.2268,74562,0.0104,457647,509947.0,-52300.0,-0.1026,49294316,0.0094
Tuesday,April,2020-04-07,twitter,186,848,768.0,80.0,0.1042,75410,0.0114,881266,457647.0,423619.0,0.9256,50175582,0.0179
Wednesday,April,2020-04-08,twitter,203,925,848.0,77.0,0.0908,76335,0.0123,620432,881266.0,-260834.0,-0.296,50796014,0.0124
Thursday,April,2020-04-09,twitter,200,840,925.0,-85.0,-0.0919,77175,0.011,495630,620432.0,-124802.0,-0.2012,51291644,0.0098
Friday,April,2020-04-10,twitter,191,815,840.0,-25.0,-0.0298,77990,0.0106,410390,495630.0,-85240.0,-0.172,51702034,0.008
Saturday,April,2020-04-11,twitter,184,662,815.0,-153.0,-0.1877,78652,0.0085,479285,410390.0,68895.0,0.1679,52181319,0.0093
Sunday,April,2020-04-12,twitter,194,648,662.0,-14.0,-0.0211,79300,0.0082,594730,479285.0,115445.0,0.2409,52776049,0.0114
Monday,April,2020-04-13,twitter,196,863,648.0,215.0,0.3318,80163,0.0109,559133,594730.0,-35597.0,-0.0599,53335182,0.0106
Tuesday,April,2020-04-14,twitter,193,750,863.0,-113.0,-0.1309,80913,0.0094,497357,559133.0,-61776.0,-0.1105,53832539,0.0093
Wednesday,April,2020-04-15,twitter,192,812,750.0,62.0,0.0827,81725,0.01,501310,497357.0,3953.0,0.0079,54333849,0.0093
Thursday,April,2020-04-16,twitter,194,768,812.0,-44.0,-0.0542,82493,0.0094,486993,501310.0,-14317.0,-0.0286,54820842,0.009
Friday,April,2020-04-17,twitter,193,826,768.0,58.0,0.0755,83319,0.01,504019,486993.0,17026.0,0.035,55324861,0.0092
Saturday,April,2020-04-18,twitter,175,633,826.0,-193.0,-0.2337,83952,0.0076,538739,504019.0,34720.0,0.0689,55863600,0.0097
Sunday,April,2020-04-19,twitter,169,578,633.0,-55.0,-0.0869,84530,0.0069,231786,538739.0,-306953.0,-0.5698,56095386,0.0041
Monday,April,2020-04-20,twitter,185,808,578.0,230.0,0.3979,85338,0.0096,725899,231786.0,494113.0,2.1318,56821285,0.0129
Tuesday,April,2020-04-21,twitter,179,748,808.0,-60.0,-0.0743,86086,0.0088,412621,725899.0,-313278.0,-0.4316,57233906,0.0073
Wednesday,April,2020-04-22,twitter,200,802,748.0,54.0,0.0722,86888,0.0093,380094,412621.0,-32527.0,-0.0788,57614000,0.0066
Thursday,April,2020-04-23,twitter,187,788,802.0,-14.0,-0.0175,87676,0.0091,498323,380094.0,118229.0,0.3111,58112323,0.0086
Friday,April,2020-04-24,twitter,181,821,788.0,33.0,0.0419,88497,0.0094,542371,498323.0,44048.0,0.0884,58654694,0.0093
Saturday,April,2020-04-25,twitter,181,570,821.0,-251.0,-0.3057,89067,0.0064,444821,542371.0,-97550.0,-0.1799,59099515,0.0076
Sunday,April,2020-04-26,twitter,167,557,570.0,-13.0,-0.0228,89624,0.0063,355949,444821.0,-88872.0,-0.1998,59455464,0.006
Monday,April,2020-04-27,twitter,183,793,557.0,236.0,0.4237,90417,0.0088,611383,355949.0,255434.0,0.7176,60066847,0.0103
Tuesday,April,2020-04-28,twitter,180,746,793.0,-47.0,-0.0593,91163,0.0083,405731,611383.0,-205652.0,-0.3364,60472578,0.0068
Wednesday,April,2020-04-29,twitter,197,864,746.0,118.0,0.1582,92027,0.0095,467937,405731.0,62206.0,0.1533,60940515,0.0077
Thursday,April,2020-04-30,twitter,186,809,864.0,-55.0,-0.0637,92836,0.0088,418313,467937.0,-49624.0,-0.106,61358828,0.0069
Friday,May,2020-05-01,twitter,180,599,809.0,-210.0,-0.2596,93435,0.0065,348534,418313.0,-69779.0,-0.1668,61707362,0.0057
Saturday,May,2020-05-02,twitter,180,616,599.0,17.0,0.0284,94051,0.0066,388421,348534.0,39887.0,0.1144,62095783,0.0063
Sunday,May,2020-05-03,twitter,163,602,616.0,-14.0,-0.0227,94653,0.0064,393295,388421.0,4874.0,0.0125,62489078,0.0063
Monday,May,2020-05-04,twitter,175,686,602.0,84.0,0.1395,95339,0.0072,595923,393295.0,202628.0,0.5152,63085001,0.0095
Tuesday,May,2020-05-05,twitter,168,694,686.0,8.0,0.0117,96033,0.0073,489897,595923.0,-106026.0,-0.1779,63574898,0.0078
Wednesday,May,2020-05-06,twitter,186,737,694.0,43.0,0.062,96770,0.0077,432217,489897.0,-57680.0,-0.1177,64007115,0.0068
Thursday,May,2020-05-07,twitter,185,786,737.0,49.0,0.0665,97556,0.0081,439560,432217.0,7343.0,0.017,64446675,0.0069
Friday,May,2020-05-08,twitter,191,810,786.0,24.0,0.0305,98366,0.0083,567813,439560.0,128253.0,0.2918,65014488,0.0088
Saturday,May,2020-05-09,twitter,176,585,810.0,-225.0,-0.2778,98951,0.0059,554078,567813.0,-13735.0,-0.0242,65568566,0.0085
Sunday,May,2020-05-10,twitter,170,536,585.0,-49.0,-0.0838,99487,0.0054,519235,554078.0,-34843.0,-0.0629,66087801,0.0079
Monday,May,2020-05-11,twitter,177,741,536.0,205.0,0.3825,100228,0.0074,505130,519235.0,-14105.0,-0.0272,66592931,0.0076
Tuesday,May,2020-05-12,twitter,182,778,741.0,37.0,0.0499,101006,0.0078,551367,505130.0,46237.0,0.0915,67144298,0.0083
Wednesday,May,2020-05-13,twitter,199,762,778.0,-16.0,-0.0206,101768,0.0075,412292,551367.0,-139075.0,-0.2522,67556590,0.0061
Thursday,May,2020-05-14,twitter,186,800,762.0,38.0,0.0499,102568,0.0079,301219,412292.0,-111073.0,-0.2694,67857809,0.0045
Friday,May,2020-05-15,twitter,174,762,800.0,-38.0,-0.0475,103330,0.0074,500871,301219.0,199652.0,0.6628,68358680,0.0074
Saturday,May,2020-05-16,twitter,181,567,762.0,-195.0,-0.2559,103897,0.0055,413446,500871.0,-87425.0,-0.1745,68772126,0.006
Sunday,May,2020-05-17,twitter,162,641,567.0,74.0,0.1305,104538,0.0062,529060,413446.0,115614.0,0.2796,69301186,0.0077
Monday,May,2020-05-18,twitter,179,768,641.0,127.0,0.1981,105306,0.0073,715330,529060.0,186270.0,0.3521,70016516,0.0103
Tuesday,May,2020-05-19,twitter,182,879,768.0,111.0,0.1445,106185,0.0083,434031,715330.0,-281299.0,-0.3932,70450547,0.0062
Wednesday,May,2020-05-20,twitter,188,812,879.0,-67.0,-0.0762,106997,0.0076,470343,434031.0,36312.0,0.0837,70920890,0.0067
Thursday,May,2020-05-21,twitter,193,835,812.0,23.0,0.0283,107832,0.0078,264354,470343.0,-205989.0,-0.438,71185244,0.0037
Friday,May,2020-05-22,twitter,193,864,835.0,29.0,0.0347,108696,0.008,385834,264354.0,121480.0,0.4595,71571078,0.0054
Saturday,May,2020-05-23,twitter,177,576,864.0,-288.0,-0.3333,109272,0.0053,550800,385834.0,164966.0,0.4276,72121878,0.0077
Sunday,May,2020-05-24,twitter,162,513,576.0,-63.0,-0.1094,109785,0.0047,512175,550800.0,-38625.0,-0.0701,72634053,0.0071
Monday,May,2020-05-25,twitter,192,794,513.0,281.0,0.5478,110579,0.0072,417482,512175.0,-94693.0,-0.1849,73051535,0.0057
Tuesday,May,2020-05-26,twitter,188,819,794.0,25.0,0.0315,111398,0.0074,535860,417482.0,118378.0,0.2836,73587395,0.0073
Wednesday,May,2020-05-27,twitter,186,744,819.0,-75.0,-0.0916,112142,0.0067,360076,535860.0,-175784.0,-0.328,73947471,0.0049
Thursday,May,2020-05-28,twitter,184,751,744.0,7.0,0.0094,112893,0.0067,401444,360076.0,41368.0,0.1149,74348915,0.0054
Friday,May,2020-05-29,twitter,186,756,751.0,5.0,0.0067,113649,0.0067,410866,401444.0,9422.0,0.0235,74759781,0.0055
Saturday,May,2020-05-30,twitter,181,598,756.0,-158.0,-0.209,114247,0.0053,384951,410866.0,-25915.0,-0.0631,75144732,0.0051
Sunday,May,2020-05-31,twitter,177,529,598.0,-69.0,-0.1154,114776,0.0046,496216,384951.0,111265.0,0.289,75640948,0.0066
Monday,June,2020-06-01,twitter,199,798,529.0,269.0,0.5085,115574,0.007,448327,496216.0,-47889.0,-0.0965,76089275,0.0059
Tuesday,June,2020-06-02,twitter,193,744,798.0,-54.0,-0.0677,116318,0.0064,544060,448327.0,95733.0,0.2135,76633335,0.0072
Wednesday,June,2020-06-03,twitter,188,634,744.0,-110.0,-0.1478,116952,0.0055,482831,544060.0,-61229.0,-0.1125,77116166,0.0063
Thursday,June,2020-06-04,twitter,188,785,634.0,151.0,0.2382,117737,0.0067,377770,482831.0,-105061.0,-0.2176,77493936,0.0049
Friday,June,2020-06-05,twitter,187,754,785.0,-31.0,-0.0395,118491,0.0064,482527,377770.0,104757.0,0.2773,77976463,0.0062
Saturday,June,2020-06-06,twitter,178,542,754.0,-212.0,-0.2812,119033,0.0046,546527,482527.0,64000.0,0.1326,78522990,0.007
Sunday,June,2020-06-07,twitter,167,503,542.0,-39.0,-0.072,119536,0.0042,654976,546527.0,108449.0,0.1984,79177966,0.0083
Monday,June,2020-06-08,twitter,179,726,503.0,223.0,0.4433,120262,0.0061,336676,654976.0,-318300.0,-0.486,79514642,0.0043
Tuesday,June,2020-06-09,twitter,199,693,726.0,-33.0,-0.0455,120955,0.0058,252863,336676.0,-83813.0,-0.2489,79767505,0.0032
Wednesday,June,2020-06-10,twitter,182,668,693.0,-25.0,-0.0361,121623,0.0055,552049,252863.0,299186.0,1.1832,80319554,0.0069
