,account_name,channel,post_id,engagement,rankengage
1949,Sanook Game,facebook,2884,65403,1171.0
2000,SnapTech Zone,facebook,643,65327,1172.0
2199,Than Money Trick,facebook,438,65096,1173.0
519,Data TH.com - Data Science ชิลชิล,facebook,349,64928,1174.0
1301,Luxman Thailand,youtube,48,64819,422.0
2242,TheMoof,facebook,479,64771,1175.0
1891,Rod on Tube,youtube,101,64680,423.0
1001,IAUMReview รีวิวมือถือ & อัพเดทข่าวไอที,instagram,325,64597,511.0
3348,ตัวคนเดียวก็เที่ยวได้,facebook,488,64504,1176.0
4437,โต๋เต๋ ไปไหน,facebook,1951,64496,1177.0
4155,เจน Jane Soraya,youtube,60,64447,424.0
2894,ppraewq,youtube,19,64155,425.0
2878,pinghatta,instagram,458,64034,512.0
3001,viput_a,instagram,171,63999,513.0
1903,Runner's journey,youtube,401,63933,426.0
51,@aroii บอกต่อ,twitter,279,63866,167.0
2806,nidnok,facebook,423,63417,1178.0
1378,Marumura,twitter,446,63378,168.0
601,EATWITHPANIDA อีทวิทพนิดา,twitter,346,63285,169.0
1116,KFSDIV กองทุนกรุงศรีหุ้นปันผล,facebook,784,63264,1179.0
1018,Iconic Women Alliance,facebook,141,63141,1180.0
2367,Weartoworkstyle,youtube,66,62972,427.0
3885,สองป้าพาไป,facebook,1175,62935,1181.0
4474,ใต้ โต๊ะ คอม,facebook,423,62877,1182.0
3504,น้องนอนในห้องลองเสื้อ,instagram,333,62842,514.0
2186,ThaiRun ฮับความสุขนักวิ่ง,instagram,661,62452,515.0
3139,ขับ..ซ่า,facebook,628,62410,1183.0
4270,เม่ากลับใจ,facebook,2266,62388,1184.0
1170,Khajochi's Blog,facebook,257,62108,1185.0
284,Beyond esports,facebook,785,62084,1186.0
3301,ชาลี,instagram,122,62064,516.0
2319,Viperdemon NearlyGod,youtube,108,62005,428.0
208,BORN TO BEER,youtube,40,61679,429.0
2259,Tollmahawk,instagram,289,61332,517.0
460,Colored pencils with FAI,facebook,956,61058,1187.0
1460,MisterX,facebook,1108,61001,1188.0
1544,My Quest,facebook,243,60738,1189.0
37,6 August Journey,facebook,1217,60393,1190.0
1017,Icedessertdiary,twitter,268,60345,170.0
4055,ออกไปวิ่ง,facebook,99,60162,1191.0
3588,ผู้บริโภค,twitter,109,59912,171.0
3185,ครัวป้ามารายห์,youtube,117,59894,430.0
2142,Tanxlive,instagram,19,59893,518.0
1213,KruFyi Easy English,instagram,223,59868,519.0
3959,หมอนัดโภชนาการ,facebook,378,59678,1192.0
3757,รีวิวเบๆบ้านๆ Foy's Beauty Diary,facebook,352,59631,1193.0
2047,Starving Time,twitter,700,59622,172.0
57,A Traveler Blog,facebook,668,59567,1194.0
1337,MacroView,facebook,647,59087,1195.0
1785,Places two go,twitter,140,59085,173.0
190,BEAN HEALTHY,youtube,49,59027,431.0
703,FAP-Gamer,facebook,309,58727,1196.0
479,Coundsheck's journey.,facebook,994,58663,1197.0
575,Dr.Sarin Health Chanel,youtube,338,58634,432.0
4121,เกตุวดี Marumura,facebook,70,58607,1198.0
1077,Jessiescape,youtube,26,58412,433.0
3187,ครัวพิศพิไล,youtube,54,58411,434.0
2121,TONKLA,instagram,33,58354,520.0
1280,Loi story,instagram,193,58250,521.0
1646,OSAKA99.com จำหน่าย น้ำยาเคลือบแก้ว เครื่องขัดสีรถ น้ำยาขัดเคลือบสีรถ WAX,facebook,1918,58239,1199.0
2385,Wonder Boy,youtube,94,58151,435.0
2297,ULN Channel,youtube,14,57941,436.0
4086,อาม่าซัวเถา,youtube,114,57911,437.0
3474,นิทานการเงิน,facebook,201,57844,1200.0
2663,ilovetogo,youtube,170,57784,438.0
566,Dot Property,facebook,638,57544,1201.0
1650,OhBIGz,youtube,115,57343,439.0
4332,เล่าเรื่องหุ้น by อ.โอ๊ค,facebook,125,56838,1202.0
4484,ไดอารี่การเงิน - Money Diaries,facebook,847,56829,1203.0
4517,ไปเที่ยวกันมั๊ย by Penguint,facebook,1421,56689,1204.0
4008,หลังอ่าน : รีวิวหนังสือ,facebook,758,56672,1205.0
932,Hang Review,facebook,1410,56626,1206.0
1202,Kitichai Taechangamlert,facebook,1711,56532,1207.0
1618,NosickHandup ใครไม่ป่วยยกมือขึ้น,youtube,23,56513,440.0
4314,เลี้ยงลูกอย่างมีความสุข By mommy Arpan,facebook,488,56466,1208.0
1035,JP. trader,facebook,524,56100,1209.0
3974,หมอแล็บแพนด้า,instagram,24,56071,522.0
182,AutostationTH,youtube,134,56060,441.0
3840,วิทย์สนุกรอบตัว,facebook,78,55762,1210.0
4276,เรน ทหารม้าโยโกฮาม่า,twitter,19,55682,174.0
2108,TFEX HMUZ,facebook,276,55659,1211.0
3090,กินแก้มตุ่ย ตะลุยเที่ยว,facebook,1635,55591,1212.0
1143,Kanin The Movie,instagram,61,55237,523.0
2614,gynegene,facebook,236,55187,1213.0
2781,moneynbanking,twitter,4255,55171,175.0
3572,ป้าพิม - PaPim,instagram,842,54914,524.0
2202,The BOOK HOUSE โดยสำนักพิมพ์บ้านและสวน,facebook,2367,54873,1214.0
253,Beartai,twitter,2782,54774,176.0
1481,Money Better,youtube,469,54768,442.0
3251,คุยการเงินกับที,facebook,276,54495,1215.0
4444,โบโบ กวนจีน 波波真幸福,youtube,53,54424,443.0
2547,deknang.com,twitter,699,54288,177.0
2292,Tyffvathu,facebook,1447,54281,1216.0
673,Environman,instagram,308,54078,525.0
4489,ไทยสุรินทร์ กินแซบๆ,youtube,145,54058,444.0
1963,Seedling,facebook,185,53986,1217.0
3615,พลเมืองดี - จิทัล,facebook,640,53936,1218.0
3991,หมื่นทิพ,facebook,700,53913,1219.0
3783,ลดเค็ม ลดโรค,facebook,418,53770,1220.0
1344,Maekwansri,instagram,298,53718,526.0
307,Blackbox4.0 by Mei,facebook,311,53640,1221.0
1173,Khruzee,facebook,808,53596,1222.0
4018,หุ้นการบ้าน,facebook,7887,53522,1223.0
4462,โสดแล้วไปไหนก็ได้,instagram,236,53468,527.0
3050,กางโต๊ะเทรด,facebook,280,53428,1224.0
3935,หนอน หนังสือ,facebook,445,53404,1225.0
1975,SiamQuant,facebook,234,53350,1226.0
1575,NamfonMakeup,instagram,760,53350,528.0
1962,Seeding FIFA,youtube,166,53151,445.0
1079,JinNy,instagram,21,53139,529.0
1729,PakaPrich,facebook,223,52991,1227.0
1969,Sense on Films,facebook,202,52977,1228.0
1032,JOETHz,facebook,902,52955,1229.0
3936,หนังข้างถนน,facebook,460,52952,1230.0
3006,wasuezqelusia,instagram,10,52428,530.0
1335,MacThai,twitter,694,52367,178.0
3670,ฟ้า ษริกา สารทศิลป์ศุภา,twitter,48,52316,179.0
2180,Thai Top Fitness,youtube,59,52257,446.0
3269,จอนนี่แมวศุภลักษณ์,youtube,12,52238,447.0
2617,gynegene,youtube,20,52212,448.0
1917,SAN F,facebook,166,52085,1231.0
2012,Solo Journey,instagram,40,52069,531.0
1892,Roger Films,instagram,226,51811,532.0
1488,Money Plus by Yuthana,facebook,2387,51681,1232.0
3218,ควายอ่านหนังสือ,facebook,676,51674,1233.0
2245,Themoneyglow,facebook,555,51534,1234.0
3324,ซั่มหุ้น,facebook,79,51449,1235.0
3013,winnythepanda,instagram,95,51267,533.0
4065,อะไรนี่,facebook,139,51243,1236.0
3982,หมีพุงกลม,facebook,2291,51224,1237.0
2625,high on dream,instagram,126,51163,534.0
3816,วัคซีนหุ้น,facebook,595,51153,1238.0
1188,Kik Beauty Fit,youtube,160,51067,449.0
3322,ช่างภาพชื่อดังฐานะร่ำรวย,twitter,596,51062,180.0
4093,อาสาสมัครพิทักษ์สิ่งแวดล้อม,facebook,289,50941,1239.0
1621,NoteworthyMF,youtube,16,50888,450.0
810,Forex Risk Way,facebook,657,50881,1240.0
3293,ชอบเที่ยว,facebook,712,50700,1241.0
1842,Pureswan,youtube,54,50695,451.0
2127,Taepoppuri,facebook,438,50610,1242.0
1056,Janistar’s Official,facebook,100,50436,1243.0
423,ChickyPie ชิคกี้พาย,facebook,105,50401,1244.0
3929,สูงวัยลุยไปทั่ว,facebook,3491,50347,1245.0
2881,planforfit.com,facebook,642,50107,1246.0
475,Cookingbypat,facebook,465,50071,1247.0
4254,เภสัชแม่ลูกอ่อน,facebook,410,49923,1248.0
3066,กิติชัย เตชะงามเลิศ,twitter,1946,49528,181.0
2221,The Potential,twitter,690,49466,182.0
1999,Smitz,youtube,76,49451,452.0
3652,พ่อผมเป็นคนอังกฤษ,instagram,170,49449,535.0
2447,Znysomm,instagram,98,49421,536.0
2950,suntur,facebook,83,49417,1249.0
89,Ads-PERTURE,facebook,593,49121,1250.0
1212,Kru Whan : English on Air-ครูพี่หวาน,youtube,116,48880,453.0
3118,กูเที่ยวไปเรื่อย,facebook,296,48871,1251.0
3162,คนอนุรักษ์,facebook,442,48576,1252.0
2115,THISKK,facebook,108,48469,1253.0
1076,Jessiescape,facebook,70,48077,1254.0
3281,จิตวิทยาและแนวคิดเกี่ยวกับการลงทุน,facebook,330,48028,1255.0
2035,SpokeDark TV,twitter,137,47984,183.0
3854,วิ่งไหนดี : Wingnaidee,instagram,117,47814,537.0
349,BoxSkin Bz.,instagram,65,47785,538.0
490,Cycling Hub Thailand,facebook,1240,47573,1256.0
2114,THE MONEY COACH,youtube,167,47421,454.0
3378,ตูนน์ ชนกกานต์ วีรคติธรรม,instagram,383,47285,539.0
4015,หาเรื่องเที่ยว,facebook,967,47269,1257.0
2070,Stockdirection,facebook,1739,46995,1258.0
280,BetterPitch,facebook,876,46959,1259.0
3739,รองเท้าสองคู่,facebook,54,46838,1260.0
298,Bim กินแหลกล้างโลก,facebook,394,46809,1261.0
827,Frennicha,youtube,57,46797,455.0
2092,Surfer's Holiday,instagram,80,46630,540.0
2156,TechHangout,youtube,221,46608,456.0
4356,แดงปลาสวรรค์,facebook,226,46345,1262.0
2113,THE MONEY COACH,twitter,215,46303,184.0
3835,วิถีตากล้อง,instagram,26,46178,541.0
3668,ฟีฟ่า ท้าเกรียน,facebook,245,46141,1263.0
3568,ปานระพี - it24hr,youtube,127,46051,457.0
1440,Millionaire College: รวยหุ้นง่ายๆสไตล์อาจารย์เจ,facebook,54,45922,1264.0
4091,อาสา พาไปหลง,instagram,10,45890,542.0
2807,nidnok,twitter,65,45779,185.0
2800,new new eat food,youtube,184,45755,458.0
374,Bybambiandmashi,instagram,125,45696,543.0
2332,WTFOLK BIKER,youtube,45,45615,459.0
28,2how,youtube,132,45561,460.0
303,Bivoyage,youtube,28,45410,461.0
1813,Pop มั้ย,youtube,22,45388,462.0
896,Good Money - คุยเรื่องเงินให้เป็นเรื่องง่าย,facebook,497,45384,1265.0
2652,iceamore,instagram,227,45223,544.0
1872,Review Your Living รู้จริงเรื่องที่อยู่อาศัย,facebook,2314,45179,1266.0
4446,โป้งตีนเอง,youtube,150,45154,463.0
3774,ลงทุนศาสตร์ - Investerest,youtube,288,45124,464.0
2738,lifestylehattaya70,youtube,72,44946,465.0
3642,พี่แว่น,twitter,13,44910,186.0
2914,reviewchiangmai,twitter,505,44894,187.0
2664,inflowerlesson,instagram,144,44863,545.0
2994,tummytravel,twitter,74,44810,188.0
1459,MisterBan,youtube,594,44788,466.0
3002,viriya_chot,instagram,361,44756,546.0
233,Bankgarmo Gamecaster,facebook,108,44563,1267.0
1932,SUPERTOMMO,facebook,899,44522,1268.0
2436,Yuriukuri,instagram,130,44471,547.0
1788,Plasticity,facebook,119,44414,1269.0
1087,Jo's Canvas,instagram,233,44151,548.0
2957,tak_taywin,instagram,115,44108,549.0
4409,โก๋ Sniper Trade,facebook,436,44023,1270.0
1169,Kevin's Index,facebook,610,44022,1271.0
1635,Nutty Nathamon - Fanpage,facebook,22,43993,1272.0
1980,Siampod,youtube,166,43819,467.0
3462,นานาสาระกับ Jurassic World,facebook,144,43701,1273.0
240,Be fit for life,facebook,1109,43651,1274.0
3160,คนสำคัญ,facebook,1137,43605,1275.0
4289,เรียนเหอะ อยากสอน,twitter,373,43592,189.0
582,Drive Expert TH,youtube,153,43502,468.0
1832,Property Insight,facebook,990,43432,1276.0
1508,Motobigbike Thailand,youtube,112,43196,469.0
3567,ปานระพี - it24hr,twitter,1051,42862,190.0
1242,Last book in the universe,facebook,491,42860,1277.0
73,ALEX FACE,facebook,32,42818,1278.0
19,2Madames.com เที่ยวและไลฟ์สไตล์แบบครอบครัว,instagram,82,42784,550.0
2763,mayday,facebook,336,42699,1279.0
2864,pearlinstyle,instagram,187,42583,551.0
3152,คนดำทำธุรกิจ blackman,facebook,48,42556,1280.0
1470,Mom & Reviewer คุณแม่มือใหม่,facebook,66,42449,1281.0
4538,ไหนๆก็อ้วนแล้ว,facebook,102,42425,1282.0
829,Freya.art,facebook,517,42176,1283.0
1249,Lenso channel,youtube,71,42038,470.0
4382,แมงเม่าคลับ แบ่งปันความรู้ในการเล่นหุ้น,facebook,220,41997,1284.0
2030,Spin9,instagram,44,41959,552.0
2410,YimYam TV,facebook,430,41862,1285.0
2853,papayatopz,youtube,176,41790,471.0
2095,SweetPea_TH,youtube,114,41789,472.0
4288,เรียนเหอะ อยากสอน,instagram,67,41684,553.0
2982,thebreakfastclub000,instagram,193,41644,554.0
4434,โตไปด้วยกัน Family Journey,facebook,389,41495,1286.0
1591,Nerd With Me ประวัติศาสตร์ไม่มีใครถาม,facebook,177,41441,1287.0
3146,ข่าวสารประเทศไทย,facebook,490,41385,1288.0
1634,NutTH Channel,youtube,48,41316,473.0
4187,เทรดเดอร์ ซุนกวน signal,facebook,321,41267,1289.0
1799,Poh Trader's Way โลกในมุมมองของนักเก็งกำไร,facebook,155,41257,1290.0
2883,plariex,instagram,55,41229,555.0
1225,LAZY COUP : เที่ยวเป็นคู่,instagram,110,41075,556.0
4053,อสังหาคาเฟ่,facebook,1265,41036,1291.0
4535,ไม่อร่อยไม่กิน - Eat Good Food Only,facebook,154,40817,1292.0
640,Eat and Shout พี่เชาท์พากินพาเที่ยว,youtube,207,40755,474.0
957,Headlightmag.com,youtube,28,40726,475.0
4383,แมวดุ๊บ,facebook,81,40698,1293.0
1350,Magic Superbike,youtube,99,40443,476.0
3828,วาเลนไทน์ Vvalentines,youtube,80,40417,477.0
1926,SOS - Save Our Sea,facebook,1367,40361,1294.0
838,GAMERGUY,facebook,155,40287,1295.0
1520,Mr.LikeStock อ่านงบการเงิน หุ้น การลงทุน,facebook,354,40242,1296.0
2188,Thaibma : สมาคมตลาดตราสารหนี้ไทย,facebook,3692,40205,1297.0
4013,หาเรื่องกิน ฟินเรื่องเที่ยว by Hello2Day,facebook,3221,40179,1298.0
1662,Op JJAK,facebook,72,40142,1299.0
3879,สมุดบันทึกไดโนเสาร์,facebook,346,40074,1300.0
2195,Thaimetagame,facebook,418,40025,1301.0
30,42.195K_Clubเราจะไปมาราธอนด้วยกัน,facebook,401,39891,1302.0
3168,ครบเครื่องเรื่องภูมิแพ้เด็กกับหมอเดียร์,facebook,174,39691,1303.0
2229,The Walking Backpack,facebook,28,39651,1304.0
2516,cCraftedStudio,facebook,102,39616,1305.0
1238,Lannajr.tv,facebook,335,39506,1306.0
907,Grand Prix Online,youtube,129,39425,478.0
2791,mymilky,instagram,180,39153,557.0
228,Bangkok International Motor Show,facebook,1167,39141,1307.0
4102,อีฟ Evefee,youtube,83,39116,479.0
1024,Invest Like A Pro,facebook,92,39056,1308.0
2255,ThxCom,youtube,49,39053,480.0
144,Arm make up,facebook,124,38918,1309.0
2381,Wizdom Trader,facebook,861,38767,1310.0
744,Fiadar Photography - ยายบัวฮิปสเตอร์,facebook,2421,38619,1311.0
472,CookieCoffee Business Backpacker,facebook,104,38570,1312.0
2929,seubfd,twitter,403,38414,191.0
1935,SUPERTOMMO,youtube,123,38384,481.0
1883,RisibleHD,instagram,19,38374,558.0
4455,โลกของคนบ้านิยายและหนังสือมากมายของฟีน่า,facebook,644,38304,1313.0
716,FINNOMENA,youtube,377,38302,482.0
2692,jomjamspch,twitter,30,38215,192.0
1702,POSADE,instagram,26,38092,559.0
3562,ปั่นไปเรื่อย,facebook,205,37967,1314.0
767,Fit Junctions,instagram,132,37833,560.0
4399,แย้ นนทพร ธีระวัฒนสุข,youtube,61,37766,483.0
85,Active Run,facebook,645,37698,1315.0
65,AD-AOF TV,youtube,122,37681,484.0
2101,TAEJK,instagram,71,37675,561.0
68,ADPT.news รวมข่าวเทคโนโลยีสำหรับ Digital Leaders,facebook,1486,37573,1316.0
476,Coolerist,facebook,309,37482,1317.0
3648,พ่อบ้าน นักลงทุน ที่ปรึกษาการลงทุนหุ้น เเละ Single license,facebook,2191,37472,1318.0
4071,อาจารย์ Gundam สอนฟิต จิต ใจ กาย,youtube,77,37392,485.0
2822,nubnubbb,youtube,54,37284,486.0
3629,พิกุลแฮมรีวิว สายชิลใจบาง,facebook,499,37148,1319.0
1096,Jossy Berry,youtube,69,37076,487.0
2214,The MATTER,youtube,176,37047,488.0
3445,นักวิจัยไส้แตก - The Rich Scientist,facebook,325,36947,1320.0
1875,Richynichakan,instagram,218,36935,562.0
2072,Storybomb,facebook,109,36931,1321.0
922,HAK Gaming,facebook,107,36715,1322.0
1970,Set50indexfuture,facebook,179,36677,1323.0
4124,เกมมือถือต้องเล่น - Mustplay.in.th,facebook,735,36673,1324.0
1942,Salaryman Cycling,facebook,155,36640,1325.0
3714,มือใหม่เข้าใจหุ้น,facebook,1348,36453,1326.0
3967,หมออุ๋ม - แพทย์เฉพาะทางผิวหนัง,facebook,308,36149,1327.0
2331,WIRI Story,facebook,135,35947,1328.0
4188,เทรดเดอร์หน้าหมีแต่ชอบหมา,facebook,639,35834,1329.0
1982,Signature Gaming,facebook,496,35829,1330.0
763,Financial Times by Mongkol,facebook,376,35751,1331.0
2850,papayatop.com,facebook,1097,35573,1332.0
1848,Q Taymee,youtube,78,35337,489.0
556,Doctor Top,facebook,400,35335,1333.0
2828,odiniapp,facebook,223,35295,1334.0
2802,newyear6,instagram,91,35181,563.0
4212,เที่ยวเอง,instagram,182,35161,564.0
2960,teamgarrymoviethai (ลุงพี),instagram,128,35131,565.0
252,Beartai,instagram,405,35021,566.0
412,ChangTrixGet,instagram,580,34978,567.0
1793,PlearnGaming,youtube,364,34912,490.0
3960,หมอปอ SugarFreedom,youtube,37,34671,491.0
457,CocoPsyche,facebook,1072,34616,1335.0
4062,ออมเงิน,facebook,915,34310,1336.0
1871,Retwiz07,twitter,772,34296,193.0
4339,เห็นแล้วหิว by Wongnai,facebook,974,34269,1337.0
1268,Lily Nawiya,youtube,57,34236,492.0
2341,Wander More,facebook,186,34171,1338.0
332,Bongamerz,facebook,333,34141,1339.0
2119,TNG DRAG Racing,facebook,2771,34127,1340.0
2392,WopLastNighTV,facebook,316,34115,1341.0
507,Dalyn's Diet,facebook,217,34017,1342.0
223,Bangkok Auto Salon,youtube,117,33963,493.0
2261,Tomorn Sookprecha,facebook,105,33960,1343.0
548,Digitalay,facebook,331,33943,1344.0
618,Earthpynn,youtube,48,33841,494.0
3391,ต้วมเตี้ยมแมวขี้หวง,youtube,162,33809,495.0
1673,PB Supercar Photography,facebook,341,33688,1345.0
443,Chopluem,youtube,50,33638,496.0
787,Fluffy Omelet,instagram,90,33570,568.0
2064,Stock Rookie,facebook,138,33450,1346.0
275,Benz Apache - เบ๊น อาปาเช่,youtube,26,33181,497.0
3785,ลาพักเที่ยว,instagram,59,33013,569.0
161,Attempt Z,instagram,107,32970,570.0
3082,กินหรูดูแพง,facebook,1546,32927,1347.0
3132,ของขวัญ วศินี สิทธิวรพงศ์,youtube,87,32838,498.0
2062,Stock Giant  เทรดหุ้นนอกตำรา,facebook,765,32806,1348.0
3007,whitehatdotart,instagram,111,32755,571.0
1055,Janista,youtube,10,32684,499.0
1780,Pirate Trader,facebook,755,32627,1349.0
3071,กิน@หาดใหญ่,instagram,285,32624,572.0
3464,นายปั้นเงิน,facebook,156,32455,1350.0
3248,คุยกับหมอภูมิแพ้เด็ก by  Dr.Mai,facebook,222,32439,1351.0
630,Eat Clean and Workout,facebook,146,32331,1352.0
1654,Oily's Story,instagram,432,32218,573.0
3692,มะขวิด,youtube,132,32019,500.0
4448,โมเม นภัสสร บูรณศิริ,twitter,48,32003,194.0
2082,Sunshine Is Over Me,facebook,310,31948,1353.0
1390,Maxed Out,facebook,126,31793,1354.0
1529,Muji Sama,twitter,146,31763,195.0
2713,katheryn_lee,youtube,22,31728,501.0
2970,teethory,instagram,156,31667,574.0
4475,ใต้ โต๊ะ คอม,youtube,178,31543,502.0
1444,MindaRyn,twitter,222,31535,196.0
1132,KRUA.CO by sangdad,instagram,233,31413,575.0
917,Group มนุษย์เงินเดือน,twitter,366,31331,197.0
3385,ตู้ซ่อนหมี,instagram,176,31280,576.0
3940,หนังเรื่องนี้ ku ดูแล้ว,facebook,139,31243,1355.0
435,Chobrod,youtube,109,31159,503.0
4203,เที่ยวรอบลูก,facebook,239,31156,1356.0
4439,โบราณนานมา,youtube,12,31116,504.0
807,For a time ออกไปพัก,facebook,815,31058,1357.0
78,AOV World,twitter,678,31038,198.0
1971,Sherstock Holmes,facebook,240,30974,1358.0
1760,Pekky the angel,instagram,239,30904,577.0
3094,กินแหลก เรื่องกินต้องยกให้เรา,facebook,1750,30859,1359.0
2784,motortrivia.com,facebook,817,30838,1360.0
2867,pekkytheangel,twitter,16,30511,199.0
1405,Megamaxx Journeyy,instagram,59,30496,578.0
1289,LowCost Thailand,instagram,36,30434,579.0
1342,MadooJapan,facebook,1097,30226,1361.0
3422,ท่องเที่ยวสะดุดตา Sadoodta,youtube,173,30094,505.0
3988,หมีอ้วนพากิน,youtube,71,30037,506.0
558,Dom Paleoworld,facebook,81,29790,1362.0
3141,ขับซ่า,youtube,104,29696,507.0
4063,ออย Chila Makeup Artist,instagram,71,29660,580.0
836,GALE LEGA,youtube,30,29582,508.0
847,GUSBAM,youtube,77,29523,509.0
3368,ตุ้ยนุ้ยตะลุยแดก,facebook,338,29491,1363.0
377,CAFE TELLER,facebook,1385,29478,1364.0
2944,sssupisara__,instagram,94,29410,581.0
2018,SopitChitchat โสภิตชิทแชท,instagram,187,29284,582.0
2788,mxphone,twitter,4879,29154,200.0
4290,เรียนเหอะ อยากสอน,youtube,20,29121,510.0
1582,Nattiwz.,facebook,1119,29069,1365.0
3270,จอร์น ไรเดอร์ - John Rider,instagram,86,29056,583.0
3865,สถาปนิกนักลงทุน,facebook,12,28925,1366.0
4350,แกะกราฟกับกุ๊ก,facebook,231,28874,1367.0
3858,ศาลเจ้าพ่อลงทุน,facebook,186,28862,1368.0
2301,Unfull ice,facebook,1750,28810,1369.0
705,FCAJOHN,instagram,112,28786,584.0
336,Booky HealthyWorld,youtube,25,28755,511.0
1496,Morethansurface,instagram,107,28690,585.0
3571,ป่านฉะนี้ จะรีวิว,facebook,11749,28575,1370.0
3061,กาลครั้งหนึ่ง,twitter,381,28491,201.0
2359,WealthMagik - ลงทุนง่ายๆ แค่ปลายนิ้ว,facebook,453,28428,1371.0
938,Happy Sunday,facebook,945,28421,1372.0
3409,ทำกินเอง,instagram,127,28354,586.0
573,Dr.Pow Green Road,facebook,435,28246,1373.0
3603,พรีม with.peachy,instagram,189,28239,587.0
3539,บ่นบ่น,instagram,10,28094,588.0
4473,ใช้เงินเป็น,facebook,87,28052,1374.0
314,Blackshuffle,youtube,61,27548,512.0
2642,iReview.in.th,facebook,891,27486,1375.0
3541,บ้าคสอจนผัวไม่ทน(@ngamdemarco),instagram,245,27417,589.0
1830,Property DNA,facebook,459,27386,1376.0
290,BigData RPG,facebook,264,27312,1377.0
2210,The Equinox Fashion,instagram,116,27171,590.0
1797,Ploypailin T. - Tuta,facebook,939,27153,1378.0
258,Beauty By Orangina,twitter,1359,27003,202.0
3823,วางแผนการเงินกับ Insuranger,facebook,41,26972,1379.0
3292,ชวนเพื่อนเล่นหุ้น,facebook,1455,26939,1380.0
4058,ออนนีเยปอ,facebook,770,26916,1381.0
893,Gogetlost,instagram,45,26901,591.0
3777,ลงทุนเกิร์ล,twitter,478,26834,203.0
3689,มอส ธนพร พลโกษฐ์,youtube,28,26819,513.0
300,Bim กินแหลกล้างโลก,youtube,29,26670,514.0
4529,ไปไหนไปด้วยกัน,facebook,3744,26561,1382.0
531,Deepscope,facebook,1052,26541,1383.0
1502,MotoNaked,facebook,1476,26501,1384.0
2446,Zero Waste Thailand,facebook,310,26456,1385.0
1987,Sinthorn,twitter,635,26426,204.0
609,EECTHAILAND,facebook,1428,26388,1386.0
1302,M Journey,facebook,1201,26373,1387.0
2668,iphoneDroid.net,twitter,6247,26360,205.0
4452,โรงภาพยนตร์ที่ 3 ที่นั่ง E12,twitter,103,26322,206.0
860,GandaGanda,facebook,2375,26240,1388.0
605,EDTguide,instagram,194,26218,592.0
3751,รีวิวอีสาน,instagram,108,26102,593.0
3737,รวยด้วย Forex,facebook,492,26091,1389.0
2706,kamonnart,instagram,73,26069,594.0
1447,Minimint's Mission,instagram,34,26020,595.0
929,HYPE NEXG,facebook,1145,25845,1390.0
1418,MeowCode - สอน python,facebook,264,25702,1391.0
1026,Investidea.in.th,facebook,500,25526,1392.0
3258,ฅ-คนรักรถ Carlover,youtube,74,25507,515.0
2136,Takadoto,youtube,28,25439,516.0
58,A-Academy,facebook,107,25401,1393.0
1437,Miksasa_Th,youtube,48,25229,517.0
3263,จ ะ เ ที่ ย ว ไ ป ไ ห น,twitter,18,25217,207.0
1766,PetchsWorld,instagram,83,25095,596.0
3444,นักลงทุนหมายเลข6,facebook,132,25049,1394.0
1710,PRAEW,youtube,190,24921,518.0
1924,SCIWAYS V2,youtube,84,24883,519.0
3377,ตูนน์ ชนกกานต์ วีรคติธรรม,facebook,504,24873,1395.0
3403,ทันโลกกับ Trader KP,instagram,499,24862,597.0
3101,กินไปเหอะ,instagram,87,24734,598.0
1879,Riding Magazine,facebook,7120,24725,1396.0
2756,mamolism,instagram,143,24657,599.0
3895,สอนเล่นหุ้น ออนไลน์ ฟรี เรียนหุ้น VDO เก็งกำไร กราฟเทคนิคหุ้นบน Youtube,youtube,28,24610,520.0
2595,forcejun,youtube,44,24592,521.0
3337,ดร.จิติพล พฤกษาเมธานันท์,facebook,700,24542,1397.0
454,Coach Natt,facebook,709,24513,1398.0
3580,ผมชอบเรื่องนี้,facebook,98,24500,1399.0
4298,เรื่องเล่าเม่าปากแดง,facebook,3046,24477,1400.0
1722,Paidonnnn ไปโดนนนน,youtube,61,24453,522.0
1305,MAHASAMUT PATROL THAILAND,facebook,186,24394,1401.0
348,Bounglengame,youtube,76,24362,523.0
992,I proong Cafe',facebook,33,24343,1402.0
3665,ฟิตกับบีม - Fit with Coach / Trainer Beam,facebook,493,24265,1403.0
1360,MaiCh,facebook,173,24247,1404.0
1455,Mission To The Moon,twitter,1200,24221,208.0
1937,SVIT,youtube,63,24195,524.0
551,Dish is Jah,facebook,65,24167,1405.0
1778,Pipo DIY,youtube,75,24116,525.0
3440,นักปั่นอุลตร้าแมน,youtube,99,24115,526.0
347,Bounglengame,twitter,72,24075,209.0
1195,Kinjubkinjib - กินจุ๊บกินจิ๊บ,facebook,2232,23952,1406.0
3839,วิทยาศาสตร์และการเมือง - Scientists for Thai Politics,facebook,29,23895,1407.0
3005,viwenny,instagram,163,23890,600.0
379,CAFE TELLER,twitter,113,23716,210.0
4180,เทพลีลา,instagram,7,23685,601.0
492,Cycling Hub Thailand,youtube,121,23642,527.0
1139,Kan Atthakorn,facebook,19,23523,1408.0
993,I proong ไอ้ปรุง,youtube,37,23516,528.0
3305,ชิลไปไหน,twitter,1126,23490,211.0
3438,นักท่องเที่ยวสัญชาติไทย,instagram,53,23413,602.0
